ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Ancho (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,Brands,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Atributo por defecto 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Meta: two_optimized_date"
1170,variation,,,"Set de Hombre 4 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1168,,,,,,1,,Talla,S,,0,,,,,,
1171,variation,,,"Set de Hombre 4 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1168,,,,,,2,,Talla,M,,0,,,,,,
1172,variation,,,"Set de Hombre 4 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1168,,,,,,3,,Talla,L,,0,,,,,,
1173,variation,,,"Set de Hombre 4 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1168,,,,,,4,,Talla,XL,,0,,,,,,
1174,variable,,,"Set Hombre 5",1,0,visible,,"Set 2 piezas en seda satinada, ribete negro que incluye:\n<ul>\n 	<li>Pantalón</li>\n 	<li>Camisa manga larga</li>\n</ul>",,,none,zero-rate,1,,,0,0,,,,,0,,,,"Pijamas Hombres",,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-12-01-a-las-5.53.40 p.-m.-topaz-face-upscale-3.2x.jpeg,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740818512
1176,variation,,,"Set Hombre 5 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1174,,,,,,1,,Talla,S,,0,,,,,,
1177,variation,,,"Set Hombre 5 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1174,,,,,,2,,Talla,M,,0,,,,,,
1178,variation,,,"Set Hombre 5 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1174,,,,,,3,,Talla,L,,0,,,,,,
1179,variation,,,"Set Hombre 5 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1174,,,,,,4,,Talla,XL,,0,,,,,,
1180,variable,,,"Set de Hombre 6",1,0,visible,,"Set de 2 piezas de seda satinada con print a rayas que inclueye:\n<ul>\n 	<li>Pantalón</li>\n 	<li>Camisa manga larga</li>\n</ul>",,,none,zero-rate,1,,,0,0,,,,,0,,,,"Pijamas Hombres",,,https://civettas.com/wp-content/uploads/2025/01/pijama-hombre-blanca-rayas01-AI-improved.png,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740818523
1181,variation,,,"Set de Hombre 6 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"39,99",,,,,,,id:1180,,,,,,1,,Talla,S,,0,,,,,,
1182,variation,,,"Set de Hombre 6 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"39,99",,,,,,,id:1180,,,,,,2,,Talla,M,,0,,,,,,
1183,variation,,,"Set de Hombre 6 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"39,99",,,,,,,id:1180,,,,,,3,,Talla,L,,0,,,,,,
1184,variation,,,"Set de Hombre 6 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"39,99",,,,,,,id:1180,,,,,,4,,Talla,XL,,0,,,,,,
1185,variable,,,"Set de Hombre 7",1,0,visible,,"Set de 2 piezas de seda satinada que incluye:\n<ul>\n 	<li>Pantalón</li>\n 	<li>Camisa manga larga</li>\n</ul>",,,none,zero-rate,1,,,0,0,,,,,0,,,,"Pijamas Hombres",,,https://civettas.com/wp-content/uploads/2025/01/IMG_1785C0E0674B-1-AI-improved-1.png,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740818519
1187,variation,,,"Set de Hombre 7 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1185,,,,,,1,,Talla,S,,0,,,,,,
1188,variation,,,"Set de Hombre 7 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1185,,,,,,2,,Talla,M,,0,,,,,,
1189,variation,,,"Set de Hombre 7 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1185,,,,,,3,,Talla,L,,0,,,,,,
1190,variation,,,"Set de Hombre 7 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"42,99",,,,,,,id:1185,,,,,,4,,Talla,XL,,0,,,,,,
1191,simple,,,Kimono,1,0,visible,,"Kimono 100% seda satinada, una solo pieza (incluye cinturón).\n\nCamel print de flores y ribete Baby Blue\n\nTalla única",,,none,zero-rate,1,2,,0,0,,,,,0,,,"50,50","Kimonos y Salidas de cama",,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-23-a-las-4.44.06 p.-m.-topaz-face-upscale-3.2x.jpeg,,,,,,,,,0,,,,,,,,,,,1740696213
1193,simple,,,"Kimono 2",1,0,visible,,"Kimono 100% seda satinada, color uva con print mariposa y ribete azul.\n\n1 pieza (incluye cinturón)\n\nTalla única",,,none,zero-rate,1,2,,0,0,,,,,0,,,"50,50","Kimonos y Salidas de cama",,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-23-a-las-4.41.57 p.-m.-topaz-face-upscale-2.1x.jpeg,,,,,,,,,0,,,,,,,,,,,1740703734
1195,simple,,,"Kimono 3",1,0,visible,,"Kimono 100% seda satinada, colo blanco con print de ramas y ribete negro.\n\n1 pieza (incluye cinturón)\n\nTalla única",,,none,zero-rate,1,2,,0,0,,,,,0,,,"50,50","Kimonos y Salidas de cama",,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-23-a-las-4.36.42 p.-m.-topaz-face-upscale-3.2x.jpeg,,,,,,,,,0,,,,,,,,,,,1740718279
1197,variable,,,"Salida de Cama",1,0,visible,,"Salida de cama en satin en color turquesa.\n\nUna sola pieza (incluye cinturón).",,,none,zero-rate,1,,,0,0,,,,,0,,,,"Kimonos y Salidas de cama",,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-23-a-las-4.20.16 p.-m.-topaz-upscale-3.2x.jpeg,,,,,,,,,0,,Talla,"S, M, L",1,0,,,,,,1740519864
1199,variation,,,"Salida de Cama - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"29,99",,,,,,,id:1197,,,,,,1,,Talla,S,,0,,,,,,
1200,variation,,,"Salida de Cama - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"29,99",,,,,,,id:1197,,,,,,2,,Talla,M,,0,,,,,,
1201,variation,,,"Salida de Cama - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"29,99",,,,,,,id:1197,,,,,,3,,Talla,L,,0,,,,,,
1202,variable,,,"Salida de Cama 2",1,0,visible,,"Salida de cama de satin en color magenta.\n\n1 pieza (incluye cinturón).",,,none,zero-rate,1,,,0,0,,,,,0,,,,"Kimonos y Salidas de cama",,,https://civettas.com/wp-content/uploads/2025/01/IMG_AB0869E64FD0-1-topaz-face-upscale-2.3x.jpeg,,,,,,,,,0,,Talla,"S, M, L",1,0,,,,,,1740714759
1204,variation,,,"Salida de Cama 2 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"29,99",,,,,,,id:1202,,,,,,1,,Talla,S,,0,,,,,,
1205,variation,,,"Salida de Cama 2 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"29,99",,,,,,,id:1202,,,,,,2,,Talla,M,,0,,,,,,
1206,variation,,,"Salida de Cama 2 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"29,99",,,,,,,id:1202,,,,,,3,,Talla,L,,0,,,,,,
1207,variable,,,"Salida de Cama 3",1,0,visible,,"Salida de cama de seda en color rosa vieja.\n\n1 pieza (incluye cinturón).",,,none,zero-rate,1,,,0,0,,,,,0,,,,"Kimonos y Salidas de cama",,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-12-a-las-3.55.08 p.-m.-topaz-upscale-3.1x.jpeg,,,,,,,,,0,,Talla,"S, M, L",1,0,,,,,,1740739898
1209,variation,,,"Salida de Cama 3 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"29,99",,,,,,,id:1207,,,,,,1,,Talla,S,,0,,,,,,
1210,variation,,,"Salida de Cama 3 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"29,99",,,,,,,id:1207,,,,,,2,,Talla,M,,0,,,,,,
1211,variation,,,"Salida de Cama 3 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"29,99",,,,,,,id:1207,,,,,,3,,Talla,L,,0,,,,,,
1225,variable,,,"Lencería 1",1,0,visible,,"Set de 2 piezas en encaje satén (no incluye guantes).\n\nColor: Burdeos",,,none,zero-rate,1,,,0,0,,,,,0,,,,Lencería,,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-12-a-las-3.36.55 p.-m.-topaz-face-upscale-3.1x-2.png,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740818514
1227,variation,,,"Lencería 1 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"50,50",,,,,,,id:1225,,,,,,1,,Talla,S,,0,,,,,,
1228,variation,,,"Lencería 1 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"50,50",,,,,,,id:1225,,,,,,2,,Talla,M,,0,,,,,,
1229,variation,,,"Lencería 1 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"50,50",,,,,,,id:1225,,,,,,3,,Talla,L,,0,,,,,,
1230,variation,,,"Lencería 1 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"50,50",,,,,,,id:1225,,,,,,4,,Talla,XL,,0,,,,,,
1231,variable,,,"Lencería 2",1,0,visible,,"Body con encaje y satén (no incluye guantes).\n\nColor: Negro y Verde",,,none,zero-rate,1,,,0,0,,,,,0,,,,Lencería,,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-10-03-a-las-7.27.16 a.-m.-topaz-face-upscale-2.5x-1.png,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740818518
1233,variation,,,"Lencería 2 - S",1,0,visible,,,,,none,parent,1,2,,0,0,,,,,0,,,"45,50",,,,,,,id:1231,,,,,,1,,Talla,S,,0,,,,,,
1234,variation,,,"Lencería 2 - M",1,0,visible,,,,,none,parent,1,2,,0,0,,,,,0,,,"45,50",,,,,,,id:1231,,,,,,2,,Talla,M,,0,,,,,,
1235,variation,,,"Lencería 2 - L",1,0,visible,,,,,none,parent,1,2,,0,0,,,,,0,,,"45,50",,,,,,,id:1231,,,,,,3,,Talla,L,,0,,,,,,
1236,variation,,,"Lencería 2 - XL",1,0,visible,,,,,none,parent,1,2,,0,0,,,,,0,,,"45,50",,,,,,,id:1231,,,,,,4,,Talla,XL,,0,,,,,,
1237,variable,,,"Lencería 3",1,0,visible,,"Set de 2 piezas en encaje y satén (no incluye guantes)\n\nColor: Blanco",,,none,zero-rate,1,,,0,0,,,,,0,,,,Lencería,,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-12-a-las-3.35.47 p.-m.-topaz-face-upscale-3.1x.jpeg,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740818519
1239,variation,,,"Lencería 3 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"46,50",,,,,,,id:1237,,,,,,1,,Talla,S,,0,,,,,,
1240,variation,,,"Lencería 3 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"46,50",,,,,,,id:1237,,,,,,2,,Talla,M,,0,,,,,,
1241,variation,,,"Lencería 3 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"46,50",,,,,,,id:1237,,,,,,3,,Talla,L,,0,,,,,,
1242,variation,,,"Lencería 3 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"46,50",,,,,,,id:1237,,,,,,4,,Talla,XL,,0,,,,,,
1243,variable,,,"Lencería 4",1,0,visible,,"Body en encaje y tul elástico\n\nColor: Blanco",,,none,zero-rate,1,,,0,0,,,,,0,,,,Lencería,,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-12-a-las-3.34.03 p.-m.-topaz-upscale-3.1x.jpeg,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740818515
1245,variation,,,"Lencería 4 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"31,50",,,,,,,id:1243,,,,,,1,,Talla,S,,0,,,,,,
1246,variation,,,"Lencería 4 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"31,50",,,,,,,id:1243,,,,,,2,,Talla,M,,0,,,,,,
1247,variation,,,"Lencería 4 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"31,50",,,,,,,id:1243,,,,,,3,,Talla,L,,0,,,,,,
1248,variation,,,"Lencería 4 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"31,50",,,,,,,id:1243,,,,,,4,,Talla,XL,,0,,,,,,
1249,variable,,,"Lencería 5",1,0,visible,,"Body en encaje y tul elástico\n\nColor: Negro",,,none,zero-rate,1,,,0,0,,,,,0,,,,Lencería,,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-12-a-las-3.28.31 p.-m.-topaz-face-upscale-2.1x.png,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740818514
1251,variation,,,"Lencería 5 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"39,99",,,,,,,id:1249,,,,,,1,,Talla,S,,0,,,,,,
1252,variation,,,"Lencería 5 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"39,99",,,,,,,id:1249,,,,,,2,,Talla,M,,0,,,,,,
1253,variation,,,"Lencería 5 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"39,99",,,,,,,id:1249,,,,,,3,,Talla,L,,0,,,,,,
1254,variation,,,"Lencería 5 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"39,99",,,,,,,id:1249,,,,,,4,,Talla,XL,,0,,,,,,
1255,variable,,,"Lencería 6",1,0,visible,,"Body en encaje y tul eléstico con bata negra\n\nColor: Blanco",,,none,zero-rate,1,,,0,0,,,,,0,,,,Lencería,,,https://civettas.com/wp-content/uploads/2025/01/IMG_0250-topaz-denoise-face.jpeg,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740818516
1257,variation,,,"Lencería 6 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"43,50",,,,,,,id:1255,,,,,,1,,Talla,S,,0,,,,,,
1258,variation,,,"Lencería 6 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"43,50",,,,,,,id:1255,,,,,,2,,Talla,M,,0,,,,,,
1259,variation,,,"Lencería 6 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"43,50",,,,,,,id:1255,,,,,,3,,Talla,L,,0,,,,,,
1260,variation,,,"Lencería 6 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"43,50",,,,,,,id:1255,,,,,,4,,Talla,XL,,0,,,,,,
1261,variable,,,"Lencería 7",1,0,visible,,"Set de 2 piezas en razo y encaje importado\n\nColor: Blanco",,,none,zero-rate,1,,,0,0,,,,,0,,,,Lencería,,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-12-a-las-3.45.48 p.-m.-topaz-face-upscale-3.1x.jpeg,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740817238
1263,variation,,,"Lencería 7 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"45,99",,,,,,,id:1261,,,,,,1,,Talla,S,,0,,,,,,
1264,variation,,,"Lencería 7 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"45,99",,,,,,,id:1261,,,,,,2,,Talla,M,,0,,,,,,
1265,variation,,,"Lencería 7 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"45,99",,,,,,,id:1261,,,,,,3,,Talla,L,,0,,,,,,
1266,variation,,,"Lencería 7 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"45,99",,,,,,,id:1261,,,,,,4,,Talla,XL,,0,,,,,,
1268,variable,,,"Lencería 8",1,0,visible,,"Set de 4 piezas en razo y encaje importado\n\nColor: Amarillo",,,none,zero-rate,1,,,0,0,,,,,0,,,,Lencería,,,https://civettas.com/wp-content/uploads/2025/01/Captura-de-pantalla-2024-11-12-a-las-3.34.57 p.-m.-topaz-face-upscale-3.1x.png,,,,,,,,,0,,Talla,"S, M, L, XL",1,0,,,,,,1740818517
1270,variation,,,"Lencería 8 - S",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"49,99",,,,,,,id:1268,,,,,,1,,Talla,S,,0,,,,,,
1271,variation,,,"Lencería 8 - M",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"49,99",,,,,,,id:1268,,,,,,2,,Talla,M,,0,,,,,,
1272,variation,,,"Lencería 8 - L",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"49,99",,,,,,,id:1268,,,,,,3,,Talla,L,,0,,,,,,
1273,variation,,,"Lencería 8 - XL",1,0,visible,,,,,none,parent,1,1,,0,0,,,,,0,,,"49,99",,,,,,,id:1268,,,,,,4,,Talla,XL,,0,,,,,,
